1,1.24636402,1.24791878
2,3.75269540,1.24519232
3,6.24651921,1.27099047
4,1.24280540,3.75004290
5,3.75526671,3.75236456
6,6.24945564,3.75038937
7,1.25567506,6.24209403
8,3.75937116,6.25014367
9,6.25097646,6.24887239
10,8.76634159,1.27275549
11,11.24014448,1.25968157
12,13.75935565,1.25105051
13,8.74271795,3.75033225
14,11.25034316,3.75119177
15,13.74651784,3.75314898
16,8.75162138,6.25084821
17,11.22770833,6.26396560
18,13.75375210,6.26533042
19,16.22832754,1.24226787
20,18.74700034,1.24873074
21,21.26321214,1.24985823
22,16.24939202,3.75257399
23,18.73742159,3.76268118
24,21.24629176,3.72437827
25,16.24702078,6.23894009
26,18.75955183,6.23954207
27,21.23238995,6.24207936
28,23.76099657,1.23974018
29,26.23000693,1.27175625
30,28.73893577,1.17771075
31,23.74831332,3.74742796
32,26.25803417,3.75432798
33,28.73816958,3.74731769
34,23.75428694,6.25749871
35,26.25656449,6.23227425
36,28.75571618,6.24738515
37,31.23579493,1.24545048
38,33.75172308,1.25769904
39,36.22506437,1.24315187
40,31.24337393,3.74018863
41,33.75376491,3.73608657
42,36.27163540,3.74384905
43,31.26182928,6.23812985
44,33.74954688,6.25096267
45,36.25650044,6.24302769
46,38.75280430,1.26659228
47,41.22534503,1.25808402
48,43.75620663,1.21642592
49,38.74177027,3.75200381
50,41.27345263,3.73764272
51,43.74689719,3.73366743
52,38.71840907,6.24496353
53,41.24454713,6.24555953
54,43.77297664,6.26858529
55,46.25223145,1.25141077
56,48.74455960,1.26248984
57,51.25027549,1.25203019
58,46.25094240,3.74490392
59,48.75661462,3.74578749
60,51.24363040,3.74164805
61,46.24660158,6.24456933
62,48.74715472,6.24863003
63,51.26159265,6.25354983
64,53.70166122,1.25378389
65,56.24757077,1.25706805
66,58.74166289,1.24186491
67,53.74411255,3.75389841
68,56.25277358,3.77268963
69,58.75989638,3.79335073
70,53.75509175,6.24915947
71,56.24413184,6.24917753
72,58.74960483,6.25099968
73,61.23341470,1.23662224
74,63.74994140,1.26253435
75,66.24707481,1.25471299
76,61.25557804,3.75079325
77,63.76281391,3.75624794
78,66.25489168,3.74200361
79,61.26179356,6.26623735
80,63.74932851,6.23494871
81,66.25894366,6.25266516
82,68.46444376,0.93868502
83,70.31616551,0.93877362
84,72.20632843,0.94178892
85,74.06264631,0.94201234
86,68.43735872,2.80960267
87,70.31349822,2.81068289
88,72.19121317,2.81100228
89,74.05396391,2.81315723
90,68.43756785,4.67256535
91,70.31438234,4.68595297
92,72.19065309,4.68309042
93,74.06139380,4.68896618
94,68.44620381,6.55289911
95,70.32016879,6.56203165
96,72.19694388,6.54846655
97,74.06332281,6.57039687
98,75.96793127,0.93961893
99,77.81073459,0.92210595
100,79.69016314,0.93812012
101,81.55218676,0.93501127
102,75.93422605,2.80455827
103,77.81343658,2.81429385
104,79.68177537,2.79753931
105,81.56582244,2.81378704
106,75.93433526,4.68624667
107,77.80697632,4.68792967
108,79.68251089,4.67337643
109,81.56076748,4.68902129
110,75.94398493,6.55738632
111,77.81351009,6.55948908
112,79.68529795,6.56153473
113,81.55786416,6.54990526
114,83.43774106,0.94378352
115,85.30552454,0.94266022
116,87.19192852,0.92413902
117,89.06024384,0.93745565
118,83.43491065,2.81643723
119,85.31154778,2.80025454
120,87.19248532,2.84619303
121,89.06152878,2.81753648
122,83.43856768,4.68286436
123,85.30940780,4.68662536
124,87.19876354,4.68903772
125,89.06548068,4.69515919
126,83.44223552,6.56519108
127,85.32329552,6.55682108
128,87.18664532,6.56212440
129,89.06335746,6.56095793
130,90.93846405,0.92815257
131,92.81305516,0.93258061
132,94.68603350,0.93859391
133,96.56422790,0.93885593
134,90.92044019,2.81600133
135,92.81389058,2.80689942
136,94.68779562,2.81202726
137,96.56432890,2.81905352
138,90.94891494,4.68550009
139,92.81201840,4.69429581
140,94.68967376,4.69906771
141,96.56552650,4.69277621
142,90.93773776,6.56954066
143,92.81268467,6.56818975
144,94.68476716,6.57321516
145,96.56809564,6.55955409
146,98.43801165,0.93608131
147,100.31193489,0.93563355
148,102.18873345,0.93856797
149,104.06048300,0.94570436
150,98.43867894,2.81289613
151,100.31271625,2.81348873
152,102.18800372,2.81263860
153,104.06355480,2.80983233
154,98.42774508,4.68692502
155,100.31315873,4.68647797
156,102.18574647,4.69262999
157,104.06162118,4.68745098
158,98.43923072,6.56430570
159,100.31162995,6.56241747
160,102.18754758,6.55873232
161,104.06053757,6.56255150
162,105.93690346,0.93802075
163,107.81371392,0.93829019
164,109.68621257,0.93791426
165,111.56555529,0.93714141
166,105.93660816,2.81289885
167,107.81545400,2.81253793
168,109.68874030,2.81166655
169,111.56550575,2.81240269
170,105.94334520,4.68503280
171,107.81546591,4.68536929
172,109.68824568,4.68643820
173,111.56577179,4.69101614
174,105.93652610,6.56103093
175,107.80872610,6.56141696
176,109.68242679,6.56117971
177,111.56207889,6.56986211
178,113.43480443,0.93569323
179,115.30732353,0.93781389
180,117.18472090,0.93613043
181,119.05918510,0.93354884
182,113.43351588,2.81283700
183,115.31595086,2.81177589
184,117.18906733,2.81278419
185,119.07449892,2.81871011
186,113.43930669,4.69227783
187,115.31720496,4.68752784
188,117.18783276,4.68649050
189,119.06111469,4.69121676
190,113.43731691,6.56126207
191,115.31329715,6.55711902
192,117.19016964,6.55979540
193,119.06115719,6.55208568
194,120.94255021,0.93616299
195,122.81284198,0.93625108
196,124.67785458,0.93777173
197,126.56117703,0.94099168
198,120.93899578,2.79888666
199,122.81224955,2.80796761
200,124.68166743,2.81391063
201,126.56821305,2.81038755
202,120.94402450,4.68582116
203,122.81099838,4.68731867
204,124.68622584,4.69250192
205,126.56372898,4.68626545
206,120.93620108,6.58225769
207,122.81502664,6.57683707
208,124.68969394,6.56927994
209,126.55879422,6.57450137
210,128.43737855,0.94094340
211,130.30775037,0.95140162
212,132.19875827,0.93646256
213,134.06737458,0.94885101
214,128.43798498,2.81398934
215,130.31460140,2.81129410
216,132.19203548,2.81253458
217,134.06012264,2.80234746
218,128.43763990,4.69144563
219,130.29906915,4.67906392
220,132.16110441,4.68218526
221,134.06323258,4.68854788
222,128.43593963,6.56218160
223,130.31121360,6.55885625
224,132.19006020,6.56982263
225,134.06448199,6.56665272
226,136.24383113,1.23692600
227,138.74559671,1.25475519
228,141.25098956,1.24869470
229,136.24482271,3.75050751
230,138.74824891,3.75062691
231,141.25014760,3.74934779
232,136.25374617,6.25024040
233,138.75184140,6.24504090
234,141.24875444,6.23139122
235,143.74669604,1.25685750
236,146.24732143,1.24489765
237,148.74639190,1.25763890
238,143.75592812,3.75249034
239,146.23958133,3.74677480
240,148.75288661,3.75062046
241,143.73067386,6.24777780
242,146.23807368,6.25129313
243,148.75925359,6.24602351
244,151.26642433,1.25967491
245,153.75674258,1.26249160
246,156.26869486,1.24925536
247,151.25448674,3.74920392
248,153.72403354,3.73143566
249,156.23884019,3.75889700
250,151.23377640,6.24897109
251,153.75647528,6.24300129
252,156.26236409,6.24975991
253,158.75875293,1.24259133
254,161.24838613,1.24485503
255,163.74928008,1.26167420
256,158.75307830,3.74650075
257,161.25138249,3.73995055
258,163.73983711,3.76730275
259,158.73935285,6.27340417
260,161.24457102,6.25431204
261,163.74803369,6.26389800
262,166.24542861,1.28915754
263,168.75109187,1.25219624
264,171.25400258,1.23886306
265,166.24477432,3.77698322
266,168.74896655,3.75106063
267,171.24436314,3.72230689
268,166.25347491,6.25806587
269,168.75030774,6.22234501
270,171.23831577,6.24688165
271,173.78108286,1.25216116
272,176.24694263,1.22704495
273,178.76338954,1.25163574
274,173.74271520,3.75374796
275,176.24194341,3.74204950
276,178.77298003,3.76500221
277,173.71869912,6.25000562
278,176.23959824,6.27039385
279,178.73546204,6.24830007
280,181.25712769,1.22403262
281,183.75424249,1.24557122
282,186.25779425,1.24605595
283,181.24320132,3.74848039
284,183.73035423,3.75838608
285,186.22537909,3.75239487
286,181.25211439,6.25593662
287,183.75160462,6.24983375
288,186.23918408,6.26728894
289,188.74871265,1.25396117
290,191.25118273,1.24624957
291,193.73180731,1.20574914
292,188.77157479,3.75069388
293,191.23204249,3.74971634
294,193.74512909,3.73871074
295,188.75722556,6.23433255
296,191.24317944,6.24218891
297,193.74022593,6.24990743
298,196.23929488,1.24756289
299,198.74158333,1.23238992
300,201.25971022,1.26279972
301,196.24769690,3.73626880
302,198.75653572,3.72986452
303,201.24443588,3.74278971
304,196.25137094,6.26342304
305,198.77708337,6.24502438
306,201.23391005,6.25201259
307,203.74044737,1.26029898
308,206.21842260,1.23915429
309,208.77469897,1.24897277
310,203.75214172,3.75028799
311,206.24912794,3.77923380
312,208.74682780,3.76745702
313,203.75120278,6.22591863
314,206.24557762,6.27828826
315,208.75336224,6.23026834
316,211.25731651,1.24220300
317,213.75349631,1.26080223
318,216.24481829,1.24806777
319,211.23861447,3.74378401
320,213.76171669,3.75595089
321,216.24779957,3.76836884
