43,0.00,120.00,-90.00,-82.50,4
44,120.00,240.00,-90.00,-82.50,4
45,240.00,360.00,-90.00,-82.50,4
46,0.00,40.00,-82.50,-75.00,4
47,40.00,80.00,-82.50,-75.00,4
48,80.00,120.00,-82.50,-75.00,4
49,120.00,160.00,-82.50,-75.00,4
50,160.00,200.00,-82.50,-75.00,4
51,200.00,240.00,-82.50,-75.00,4
52,240.00,280.00,-82.50,-75.00,4
53,280.00,320.00,-82.50,-75.00,4
54,320.00,360.00,-82.50,-75.00,4
55,0.00,24.00,-75.00,-67.50,3
56,24.00,48.00,-75.00,-67.50,3
57,48.00,72.00,-75.00,-67.50,3
58,72.00,96.00,-75.00,-67.50,4
59,96.00,120.00,-75.00,-67.50,4
60,120.00,144.00,-75.00,-67.50,4
61,144.00,168.00,-75.00,-67.50,4
62,168.00,192.00,-75.00,-67.50,4
63,192.00,216.00,-75.00,-67.50,4
64,216.00,240.00,-75.00,-67.50,4
65,240.00,264.00,-75.00,-67.50,4
66,264.00,288.00,-75.00,-67.50,4
67,288.00,312.00,-75.00,-67.50,4
68,312.00,336.00,-75.00,-67.50,4
69,336.00,360.00,-75.00,-67.50,3
70,0.00,17.14,-67.50,-60.00,3
71,17.14,34.29,-67.50,-60.00,3
72,34.29,51.43,-67.50,-60.00,3
73,51.43,68.57,-67.50,-60.00,3
74,68.57,85.71,-67.50,-60.00,4
75,85.71,102.86,-67.50,-60.00,4
76,102.86,120.00,-67.50,-60.00,4
77,120.00,137.14,-67.50,-60.00,4
78,137.14,154.29,-67.50,-60.00,4
79,154.29,171.43,-67.50,-60.00,4
80,171.43,188.57,-67.50,-60.00,4
81,188.57,205.71,-67.50,-60.00,4
82,205.71,222.86,-67.50,-60.00,4
83,222.86,240.00,-67.50,-60.00,4
84,240.00,257.14,-67.50,-60.00,4
85,257.14,274.29,-67.50,-60.00,4
86,274.29,291.43,-67.50,-60.00,4
87,291.43,308.57,-67.50,-60.00,4
88,308.57,325.71,-67.50,-60.00,4
89,325.71,342.86,-67.50,-60.00,3
90,342.86,360.00,-67.50,-60.00,3
91,0.00,13.33,-60.00,-52.50,3
92,13.33,26.67,-60.00,-52.50,3
93,26.67,40.00,-60.00,-52.50,3
94,40.00,53.33,-60.00,-52.50,3
95,53.33,66.67,-60.00,-52.50,3
96,66.67,80.00,-60.00,-52.50,3
97,80.00,93.33,-60.00,-52.50,4
98,93.33,106.67,-60.00,-52.50,4
99,106.67,120.00,-60.00,-52.50,4
100,120.00,133.33,-60.00,-52.50,4
101,133.33,146.67,-60.00,-52.50,4
102,146.67,160.00,-60.00,-52.50,4
103,160.00,173.33,-60.00,-52.50,4
104,173.33,186.67,-60.00,-52.50,4
105,186.67,200.00,-60.00,-52.50,4
106,200.00,213.33,-60.00,-52.50,4
107,213.33,226.67,-60.00,-52.50,4
108,226.67,240.00,-60.00,-52.50,4
109,240.00,253.33,-60.00,-52.50,4
110,253.33,266.67,-60.00,-52.50,4
111,266.67,280.00,-60.00,-52.50,4
112,280.00,293.33,-60.00,-52.50,4
113,293.33,306.67,-60.00,-52.50,4
114,306.67,320.00,-60.00,-52.50,4
115,320.00,333.33,-60.00,-52.50,4
116,333.33,346.67,-60.00,-52.50,3
117,346.67,360.00,-60.00,-52.50,3
118,0.00,11.25,-52.50,-45.00,3
119,11.25,22.50,-52.50,-45.00,3
120,22.50,33.75,-52.50,-45.00,3
121,33.75,45.00,-52.50,-45.00,3
122,45.00,56.25,-52.50,-45.00,3
123,56.25,67.50,-52.50,-45.00,3
124,67.50,78.75,-52.50,-45.00,3
125,78.75,90.00,-52.50,-45.00,4
126,90.00,101.25,-52.50,-45.00,4
127,101.25,112.50,-52.50,-45.00,4
128,112.50,123.75,-52.50,-45.00,4
129,123.75,135.00,-52.50,-45.00,4
130,135.00,146.25,-52.50,-45.00,4
131,146.25,157.50,-52.50,-45.00,4
132,157.50,168.75,-52.50,-45.00,4
133,168.75,180.00,-52.50,-45.00,4
134,180.00,191.25,-52.50,-45.00,4
135,191.25,202.50,-52.50,-45.00,4
136,202.50,213.75,-52.50,-45.00,4
137,213.75,225.00,-52.50,-45.00,4
138,225.00,236.25,-52.50,-45.00,4
139,236.25,247.50,-52.50,-45.00,4
140,247.50,258.75,-52.50,-45.00,4
141,258.75,270.00,-52.50,-45.00,4
142,270.00,281.25,-52.50,-45.00,4
143,281.25,292.50,-52.50,-45.00,4
144,292.50,303.75,-52.50,-45.00,4
145,303.75,315.00,-52.50,-45.00,4
146,315.00,326.25,-52.50,-45.00,4
147,326.25,337.50,-52.50,-45.00,3
148,337.50,348.75,-52.50,-45.00,3
149,348.75,360.00,-52.50,-45.00,3
150,0.00,10.00,-45.00,-37.50,3
151,10.00,20.00,-45.00,-37.50,3
152,20.00,30.00,-45.00,-37.50,3
153,30.00,40.00,-45.00,-37.50,3
154,40.00,50.00,-45.00,-37.50,3
155,50.00,60.00,-45.00,-37.50,3
156,60.00,70.00,-45.00,-37.50,3
157,70.00,80.00,-45.00,-37.50,3
158,80.00,90.00,-45.00,-37.50,4
159,90.00,100.00,-45.00,-37.50,4
160,100.00,110.00,-45.00,-37.50,4
161,110.00,120.00,-45.00,-37.50,4
162,120.00,130.00,-45.00,-37.50,4
163,130.00,140.00,-45.00,-37.50,4
164,140.00,150.00,-45.00,-37.50,4
165,150.00,160.00,-45.00,-37.50,4
166,160.00,170.00,-45.00,-37.50,4
167,170.00,180.00,-45.00,-37.50,4
168,180.00,190.00,-45.00,-37.50,4
169,190.00,200.00,-45.00,-37.50,4
170,200.00,210.00,-45.00,-37.50,4
171,210.00,220.00,-45.00,-37.50,4
172,220.00,230.00,-45.00,-37.50,4
173,230.00,240.00,-45.00,-37.50,4
174,240.00,250.00,-45.00,-37.50,4
175,250.00,260.00,-45.00,-37.50,4
176,260.00,270.00,-45.00,-37.50,4
177,270.00,280.00,-45.00,-37.50,4
178,280.00,290.00,-45.00,-37.50,4
179,290.00,300.00,-45.00,-37.50,4
180,300.00,310.00,-45.00,-37.50,4
181,310.00,320.00,-45.00,-37.50,4
182,320.00,330.00,-45.00,-37.50,4
183,330.00,340.00,-45.00,-37.50,3
