146,422,97.5,99.375,0,1.875,100
147,422,99.375,101.25,0,1.875,100
148,422,101.25,103.125,0,1.875,100
149,422,103.125,105,0,1.875,100
150,422,97.5,99.375,1.875,3.75,100
151,422,99.375,101.25,1.875,3.75,100
152,422,101.25,103.125,1.875,3.75,100
153,422,103.125,105,1.875,3.75,100
154,422,97.5,99.375,3.75,5.625,100
155,422,99.375,101.25,3.75,5.625,100
156,422,101.25,103.125,3.75,5.625,100
157,422,103.125,105,3.75,5.625,100
158,422,97.5,99.375,5.625,7.5,100
159,422,99.375,101.25,5.625,7.5,100
160,422,101.25,103.125,5.625,7.5,100
161,422,103.125,105,5.625,7.5,100
162,423,105,106.875,0,1.875,100
163,423,106.875,108.75,0,1.875,100
164,423,108.75,110.625,0,1.875,100
165,423,110.625,112.5,0,1.875,100
166,423,105,106.875,1.875,3.75,100
167,423,106.875,108.75,1.875,3.75,100
168,423,108.75,110.625,1.875,3.75,100
169,423,110.625,112.5,1.875,3.75,100
170,423,105,106.875,3.75,5.625,100
171,423,106.875,108.75,3.75,5.625,100
172,423,108.75,110.625,3.75,5.625,100
173,423,110.625,112.5,3.75,5.625,100
174,423,105,106.875,5.625,7.5,100
175,423,106.875,108.75,5.625,7.5,100
176,423,108.75,110.625,5.625,7.5,100
177,423,110.625,112.5,5.625,7.5,100
178,424,112.5,114.375,0,1.875,100
179,424,114.375,116.25,0,1.875,100
180,424,116.25,118.125,0,1.875,100
181,424,118.125,120,0,1.875,100
182,424,112.5,114.375,1.875,3.75,100
183,424,114.375,116.25,1.875,3.75,100
184,424,116.25,118.125,1.875,3.75,100
185,424,118.125,120,1.875,3.75,100
186,424,112.5,114.375,3.75,5.625,100
187,424,114.375,116.25,3.75,5.625,100
188,424,116.25,118.125,3.75,5.625,100
189,424,118.125,120,3.75,5.625,100
190,424,112.5,114.375,5.625,7.5,100
191,424,114.375,116.25,5.625,7.5,100
192,424,116.25,118.125,5.625,7.5,100
193,424,118.125,120,5.625,7.5,100
194,425,120,121.875,0,1.875,100
195,425,121.875,123.75,0,1.875,100
196,425,123.75,125.625,0,1.875,100
197,425,125.625,127.5,0,1.875,100
198,425,120,121.875,1.875,3.75,100
199,425,121.875,123.75,1.875,3.75,100
200,425,123.75,125.625,1.875,3.75,100
201,425,125.625,127.5,1.875,3.75,100
202,425,120,121.875,3.75,5.625,100
203,425,121.875,123.75,3.75,5.625,100
204,425,123.75,125.625,3.75,5.625,100
205,425,125.625,127.5,3.75,5.625,100
206,425,120,121.875,5.625,7.5,100
207,425,121.875,123.75,5.625,7.5,100
208,425,123.75,125.625,5.625,7.5,100
209,425,125.625,127.5,5.625,7.5,100
210,426,127.5,129.375,0,1.875,100
211,426,129.375,131.25,0,1.875,100
212,426,131.25,133.125,0,1.875,100
213,426,133.125,135,0,1.875,100
214,426,127.5,129.375,1.875,3.75,100
215,426,129.375,131.25,1.875,3.75,100
216,426,131.25,133.125,1.875,3.75,100
217,426,133.125,135,1.875,3.75,100
218,426,127.5,129.375,3.75,5.625,100
219,426,129.375,131.25,3.75,5.625,100
220,426,131.25,133.125,3.75,5.625,100
221,426,133.125,135,3.75,5.625,100
222,426,127.5,129.375,5.625,7.5,100
223,426,129.375,131.25,5.625,7.5,100
224,426,131.25,133.125,5.625,7.5,100
225,426,133.125,135,5.625,7.5,100
226,427,135,137.5,0,2.5,75
227,427,137.5,140,0,2.5,75
228,427,140,142.5,0,2.5,75
229,427,135,137.5,2.5,5,75
230,427,137.5,140,2.5,5,75
231,427,140,142.5,2.5,5,75
232,427,135,137.5,5,7.5,75
233,427,137.5,140,5,7.5,75
234,427,140,142.5,5,7.5,75
235,428,142.5,145,0,2.5,75
236,428,145,147.5,0,2.5,75
237,428,147.5,150,0,2.5,75
238,428,142.5,145,2.5,5,75
239,428,145,147.5,2.5,5,75
240,428,147.5,150,2.5,5,75
241,428,142.5,145,5,7.5,75
242,428,145,147.5,5,7.5,75
243,428,147.5,150,5,7.5,75
244,429,150,152.5,0,2.5,75
245,429,152.5,155,0,2.5,75
246,429,155,157.5,0,2.5,75
247,429,150,152.5,2.5,5,75
248,429,152.5,155,2.5,5,75
249,429,155,157.5,2.5,5,75
250,429,150,152.5,5,7.5,75
251,429,152.5,155,5,7.5,75
252,429,155,157.5,5,7.5,75
253,430,157.5,160,0,2.5,75
254,430,160,162.5,0,2.5,75
255,430,162.5,165,0,2.5,75
256,430,157.5,160,2.5,5,75
257,430,160,162.5,2.5,5,75
258,430,162.5,165,2.5,5,75
259,430,157.5,160,5,7.5,75
260,430,160,162.5,5,7.5,75
261,430,162.5,165,5,7.5,75
262,431,165,167.5,0,2.5,75
263,431,167.5,170,0,2.5,75
264,431,170,172.5,0,2.5,75
265,431,165,167.5,2.5,5,75
266,431,167.5,170,2.5,5,75
267,431,170,172.5,2.5,5,75
268,431,165,167.5,5,7.5,75
269,431,167.5,170,5,7.5,75
270,431,170,172.5,5,7.5,75
271,432,172.5,175,0,2.5,75
272,432,175,177.5,0,2.5,75
273,432,177.5,180,0,2.5,75
274,432,172.5,175,2.5,5,75
275,432,175,177.5,2.5,5,75
276,432,177.5,180,2.5,5,75
277,432,172.5,175,5,7.5,75
278,432,175,177.5,5,7.5,75
279,432,177.5,180,5,7.5,75
280,433,180,182.5,0,2.5,75
281,433,182.5,185,0,2.5,75
282,433,185,187.5,0,2.5,75
283,433,180,182.5,2.5,5,75
284,433,182.5,185,2.5,5,75
285,433,185,187.5,2.5,5,75
286,433,180,182.5,5,7.5,75
287,433,182.5,185,5,7.5,75
288,433,185,187.5,5,7.5,75
289,434,187.5,190,0,2.5,75
290,434,190,192.5,0,2.5,75
291,434,192.5,195,0,2.5,75
292,434,187.5,190,2.5,5,75
293,434,190,192.5,2.5,5,75
294,434,192.5,195,2.5,5,75
295,434,187.5,190,5,7.5,75
296,434,190,192.5,5,7.5,75
297,434,192.5,195,5,7.5,75
298,435,195,197.5,0,2.5,75
299,435,197.5,200,0,2.5,75
300,435,200,202.5,0,2.5,75
301,435,195,197.5,2.5,5,75
302,435,197.5,200,2.5,5,75
303,435,200,202.5,2.5,5,75
304,435,195,197.5,5,7.5,75
305,435,197.5,200,5,7.5,75
306,435,200,202.5,5,7.5,75
307,436,202.5,205,0,2.5,75
308,436,205,207.5,0,2.5,75
309,436,207.5,210,0,2.5,75
310,436,202.5,205,2.5,5,75
311,436,205,207.5,2.5,5,75
312,436,207.5,210,2.5,5,75
313,436,202.5,205,5,7.5,75
314,436,205,207.5,5,7.5,75
315,436,207.5,210,5,7.5,75
316,437,210,212.5,0,2.5,75
317,437,212.5,215,0,2.5,75
318,437,215,217.5,0,2.5,75
319,437,210,212.5,2.5,5,75
320,437,212.5,215,2.5,5,75
321,437,215,217.5,2.5,5,75
322,437,210,212.5,5,7.5,75
323,437,212.5,215,5,7.5,75
324,437,215,217.5,5,7.5,75
325,438,217.5,220,0,2.5,75
326,438,220,222.5,0,2.5,75
327,438,222.5,225,0,2.5,75
328,438,217.5,220,2.5,5,75
329,438,220,222.5,2.5,5,75
330,438,222.5,225,2.5,5,75
331,438,217.5,220,5,7.5,75
332,438,220,222.5,5,7.5,75
333,438,222.5,225,5,7.5,75
334,439,225,226.875,0,1.875,100
335,439,226.875,228.75,0,1.875,100
336,439,228.75,230.625,0,1.875,100
337,439,230.625,232.5,0,1.875,100
338,439,225,226.875,1.875,3.75,100
339,439,226.875,228.75,1.875,3.75,100
340,439,228.75,230.625,1.875,3.75,100
341,439,230.625,232.5,1.875,3.75,100
342,439,225,226.875,3.75,5.625,100
343,439,226.875,228.75,3.75,5.625,100
344,439,228.75,230.625,3.75,5.625,100
345,439,230.625,232.5,3.75,5.625,100
346,439,225,226.875,5.625,7.5,100
347,439,226.875,228.75,5.625,7.5,100
348,439,228.75,230.625,5.625,7.5,100
349,439,230.625,232.5,5.625,7.5,100
350,440,232.5,234.375,0,1.875,100
351,440,234.375,236.25,0,1.875,100
352,440,236.25,238.125,0,1.875,100
353,440,238.125,240,0,1.875,100
354,440,232.5,234.375,1.875,3.75,100
355,440,234.375,236.25,1.875,3.75,100
356,440,236.25,238.125,1.875,3.75,100
357,440,238.125,240,1.875,3.75,100
358,440,232.5,234.375,3.75,5.625,100
359,440,234.375,236.25,3.75,5.625,100
360,440,236.25,238.125,3.75,5.625,100
361,440,238.125,240,3.75,5.625,100
362,440,232.5,234.375,5.625,7.5,100
363,440,234.375,236.25,5.625,7.5,100
364,440,236.25,238.125,5.625,7.5,100
365,440,238.125,240,5.625,7.5,100
366,441,240,241.875,0,1.875,100
367,441,241.875,243.75,0,1.875,100
368,441,243.75,245.625,0,1.875,100
369,441,245.625,247.5,0,1.875,100
370,441,240,241.875,1.875,3.75,100
371,441,241.875,243.75,1.875,3.75,100
372,441,243.75,245.625,1.875,3.75,100
373,441,245.625,247.5,1.875,3.75,100
374,441,240,241.875,3.75,5.625,100
375,441,241.875,243.75,3.75,5.625,100
376,441,243.75,245.625,3.75,5.625,100
377,441,245.625,247.5,3.75,5.625,100
378,441,240,241.875,5.625,7.5,100
379,441,241.875,243.75,5.625,7.5,100
380,441,243.75,245.625,5.625,7.5,100
381,441,245.625,247.5,5.625,7.5,100
382,442,247.5,249.375,0,1.875,100
383,442,249.375,251.25,0,1.875,100
384,442,251.25,253.125,0,1.875,100
385,442,253.125,255,0,1.875,100
386,442,247.5,249.375,1.875,3.75,100
387,442,249.375,251.25,1.875,3.75,100
388,442,251.25,253.125,1.875,3.75,100
389,442,253.125,255,1.875,3.75,100
390,442,247.5,249.375,3.75,5.625,100
391,442,249.375,251.25,3.75,5.625,100
392,442,251.25,253.125,3.75,5.625,100
393,442,253.125,255,3.75,5.625,100
394,442,247.5,249.375,5.625,7.5,100
395,442,249.375,251.25,5.625,7.5,100
396,442,251.25,253.125,5.625,7.5,100
397,442,253.125,255,5.625,7.5,100
398,443,255,256.875,0,1.875,100
399,443,256.875,258.75,0,1.875,100
400,443,258.75,260.625,0,1.875,100
401,443,260.625,262.5,0,1.875,100
402,443,255,256.875,1.875,3.75,100
403,443,256.875,258.75,1.875,3.75,100
404,443,258.75,260.625,1.875,3.75,100
405,443,260.625,262.5,1.875,3.75,100
406,443,255,256.875,3.75,5.625,100
407,443,256.875,258.75,3.75,5.625,100
408,443,258.75,260.625,3.75,5.625,100
409,443,260.625,262.5,3.75,5.625,100
410,443,255,256.875,5.625,7.5,100
411,443,256.875,258.75,5.625,7.5,100
412,443,258.75,260.625,5.625,7.5,100
413,443,260.625,262.5,5.625,7.5,100
414,444,262.5,264.375,0,1.875,100
415,444,264.375,266.25,0,1.875,100
416,444,266.25,268.125,0,1.875,100
417,444,268.125,270,0,1.875,100
418,444,262.5,264.375,1.875,3.75,100
419,444,264.375,266.25,1.875,3.75,100
420,444,266.25,268.125,1.875,3.75,100
421,444,268.125,270,1.875,3.75,100
422,444,262.5,264.375,3.75,5.625,100
423,444,264.375,266.25,3.75,5.625,100
424,444,266.25,268.125,3.75,5.625,100
425,444,268.125,270,3.75,5.625,100
426,444,262.5,264.375,5.625,7.5,100
427,444,264.375,266.25,5.625,7.5,100
428,444,266.25,268.125,5.625,7.5,100
429,444,268.125,270,5.625,7.5,100
430,445,270,271.875,0,1.875,100
431,445,271.875,273.75,0,1.875,100
432,445,273.75,275.625,0,1.875,100
433,445,275.625,277.5,0,1.875,100
434,445,270,271.875,1.875,3.75,100
435,445,271.875,273.75,1.875,3.75,100
436,445,273.75,275.625,1.875,3.75,100
437,445,275.625,277.5,1.875,3.75,100
438,445,270,271.875,3.75,5.625,100
439,445,271.875,273.75,3.75,5.625,100
440,445,273.75,275.625,3.75,5.625,100
441,445,275.625,277.5,3.75,5.625,100
442,445,270,271.875,5.625,7.5,100
443,445,271.875,273.75,5.625,7.5,100
444,445,273.75,275.625,5.625,7.5,100
445,445,275.625,277.5,5.625,7.5,100
446,446,277.5,279.375,0,1.875,100
447,446,279.375,281.25,0,1.875,100
448,446,281.25,283.125,0,1.875,100
449,446,283.125,285,0,1.875,100
450,446,277.5,279.375,1.875,3.75,100
451,446,279.375,281.25,1.875,3.75,100
452,446,281.25,283.125,1.875,3.75,100
453,446,283.125,285,1.875,3.75,100
454,446,277.5,279.375,3.75,5.625,100
455,446,279.375,281.25,3.75,5.625,100
456,446,281.25,283.125,3.75,5.625,100
457,446,283.125,285,3.75,5.625,100
458,446,277.5,279.375,5.625,7.5,100
459,446,279.375,281.25,5.625,7.5,100
460,446,281.25,283.125,5.625,7.5,100
461,446,283.125,285,5.625,7.5,100
462,447,285,286.875,0,1.875,100
463,447,286.875,288.75,0,1.875,100
464,447,288.75,290.625,0,1.875,100
465,447,290.625,292.5,0,1.875,100
466,447,285,286.875,1.875,3.75,100
467,447,286.875,288.75,1.875,3.75,100
468,447,288.75,290.625,1.875,3.75,100
469,447,290.625,292.5,1.875,3.75,100
470,447,285,286.875,3.75,5.625,100
471,447,286.875,288.75,3.75,5.625,100
472,447,288.75,290.625,3.75,5.625,100
473,447,290.625,292.5,3.75,5.625,100
474,447,285,286.875,5.625,7.5,100
475,447,286.875,288.75,5.625,7.5,100
476,447,288.75,290.625,5.625,7.5,100
477,447,290.625,292.5,5.625,7.5,100
478,448,292.5,294.375,0,1.875,100
479,448,294.375,296.25,0,1.875,100
480,448,296.25,298.125,0,1.875,100
481,448,298.125,300,0,1.875,100
482,448,292.5,294.375,1.875,3.75,100
483,448,294.375,296.25,1.875,3.75,100
484,448,296.25,298.125,1.875,3.75,100
485,448,298.125,300,1.875,3.75,100
486,448,292.5,294.375,3.75,5.625,100
487,448,294.375,296.25,3.75,5.625,100
488,448,296.25,298.125,3.75,5.625,100
489,448,298.125,300,3.75,5.625,100
490,448,292.5,294.375,5.625,7.5,100
491,448,294.375,296.25,5.625,7.5,100
492,448,296.25,298.125,5.625,7.5,100
493,448,298.125,300,5.625,7.5,100
494,449,300,301.875,0,1.875,100
495,449,301.875,303.75,0,1.875,100
496,449,303.75,305.625,0,1.875,100
497,449,305.625,307.5,0,1.875,100
498,449,300,301.875,1.875,3.75,100
499,449,301.875,303.75,1.875,3.75,100
500,449,303.75,305.625,1.875,3.75,100
501,449,305.625,307.5,1.875,3.75,100
502,449,300,301.875,3.75,5.625,100
503,449,301.875,303.75,3.75,5.625,100
504,449,303.75,305.625,3.75,5.625,100
505,449,305.625,307.5,3.75,5.625,100
506,449,300,301.875,5.625,7.5,100
507,449,301.875,303.75,5.625,7.5,100
508,449,303.75,305.625,5.625,7.5,100
509,449,305.625,307.5,5.625,7.5,100
510,450,307.5,309.375,0,1.875,100
511,450,309.375,311.25,0,1.875,100
512,450,311.25,313.125,0,1.875,100
513,450,313.125,315,0,1.875,100
514,450,307.5,309.375,1.875,3.75,100
515,450,309.375,311.25,1.875,3.75,100
516,450,311.25,313.125,1.875,3.75,100
517,450,313.125,315,1.875,3.75,100
518,450,307.5,309.375,3.75,5.625,100
519,450,309.375,311.25,3.75,5.625,100
520,450,311.25,313.125,3.75,5.625,100
521,450,313.125,315,3.75,5.625,100
522,450,307.5,309.375,5.625,7.5,100
523,450,309.375,311.25,5.625,7.5,100
524,450,311.25,313.125,5.625,7.5,100
525,450,313.125,315,5.625,7.5,100
526,451,315,316.875,0,1.875,100
527,451,316.875,318.75,0,1.875,100
528,451,318.75,320.625,0,1.875,100
529,451,320.625,322.5,0,1.875,100
530,451,315,316.875,1.875,3.75,100
531,451,316.875,318.75,1.875,3.75,100
532,451,318.75,320.625,1.875,3.75,100
533,451,320.625,322.5,1.875,3.75,100
534,451,315,316.875,3.75,5.625,100
535,451,316.875,318.75,3.75,5.625,100
536,451,318.75,320.625,3.75,5.625,100
537,451,320.625,322.5,3.75,5.625,100
538,451,315,316.875,5.625,7.5,100
539,451,316.875,318.75,5.625,7.5,100
540,451,318.75,320.625,5.625,7.5,100
541,451,320.625,322.5,5.625,7.5,100
542,452,322.5,324.375,0,1.875,100
543,452,324.375,326.25,0,1.875,100
544,452,326.25,328.125,0,1.875,100
545,452,328.125,330,0,1.875,100
546,452,322.5,324.375,1.875,3.75,100
547,452,324.375,326.25,1.875,3.75,100
548,452,326.25,328.125,1.875,3.75,100
549,452,328.125,330,1.875,3.75,100
550,452,322.5,324.375,3.75,5.625,100
551,452,324.375,326.25,3.75,5.625,100
552,452,326.25,328.125,3.75,5.625,100
553,452,328.125,330,3.75,5.625,100
554,452,322.5,324.375,5.625,7.5,100
555,452,324.375,326.25,5.625,7.5,100
556,452,326.25,328.125,5.625,7.5,100
557,452,328.125,330,5.625,7.5,100
558,453,330,332.5,0,2.5,75
559,453,332.5,335,0,2.5,75
560,453,335,337.5,0,2.5,75
561,453,330,332.5,2.5,5,75
562,453,332.5,335,2.5,5,75
563,453,335,337.5,2.5,5,75
564,453,330,332.5,5,7.5,75
565,453,332.5,335,5,7.5,75
566,453,335,337.5,5,7.5,75
567,454,337.5,340,0,2.5,75
568,454,340,342.5,0,2.5,75
569,454,342.5,345,0,2.5,75
570,454,337.5,340,2.5,5,75
571,454,340,342.5,2.5,5,75
572,454,342.5,345,2.5,5,75
573,454,337.5,340,5,7.5,75
574,454,340,342.5,5,7.5,75
575,454,342.5,345,5,7.5,75
576,455,345,347.5,0,2.5,75
577,455,347.5,350,0,2.5,75
578,455,350,352.5,0,2.5,75
579,455,345,347.5,2.5,5,75
580,455,347.5,350,2.5,5,75
581,455,350,352.5,2.5,5,75
582,455,345,347.5,5,7.5,75
583,455,347.5,350,5,7.5,75
584,455,350,352.5,5,7.5,75
585,456,352.5,355,0,2.5,75
586,456,355,357.5,0,2.5,75
587,456,357.5,360,0,2.5,75
588,456,352.5,355,2.5,5,75
589,456,355,357.5,2.5,5,75
590,456,357.5,360,2.5,5,75
591,456,352.5,355,5,7.5,75
592,456,355,357.5,5,7.5,75
593,456,357.5,360,5,7.5,75
594,457,0,2.553,7.5,10,75
595,457,2.553,5.107,7.5,10,75
596,457,5.107,7.66,7.5,10,75
597,457,0,2.553,10,12.5,75
598,457,2.553,5.107,10,12.5,75
599,457,5.107,7.66,10,12.5,75
600,457,0,2.553,12.5,15,75
601,457,2.553,5.107,12.5,15,75
602,457,5.107,7.66,12.5,15,75
603,458,7.66,10.213,7.5,10,75
604,458,10.213,12.767,7.5,10,75
605,458,12.767,15.32,7.5,10,75
606,458,7.66,10.213,10,12.5,75
607,458,10.213,12.767,10,12.5,75
608,458,12.767,15.32,10,12.5,75
609,458,7.66,10.213,12.5,15,75
610,458,10.213,12.767,12.5,15,75
611,458,12.767,15.32,12.5,15,75
612,459,15.32,17.873,7.5,10,75
613,459,17.873,20.427,7.5,10,75
614,459,20.427,22.98,7.5,10,75
615,459,15.32,17.873,10,12.5,75
616,459,17.873,20.427,10,12.5,75
617,459,20.427,22.98,10,12.5,75
618,459,15.32,17.873,12.5,15,75
619,459,17.873,20.427,12.5,15,75
620,459,20.427,22.98,12.5,15,75
621,460,22.98,25.533,7.5,10,75
622,460,25.533,28.087,7.5,10,75
623,460,28.087,30.64,7.5,10,75
624,460,22.98,25.533,10,12.5,75
625,460,25.533,28.087,10,12.5,75
626,460,28.087,30.64,10,12.5,75
627,460,22.98,25.533,12.5,15,75
628,460,25.533,28.087,12.5,15,75
629,460,28.087,30.64,12.5,15,75
630,461,30.64,33.193,7.5,10,75
631,461,33.193,35.747,7.5,10,75
632,461,35.747,38.3,7.5,10,75
633,461,30.64,33.193,10,12.5,75
634,461,33.193,35.747,10,12.5,75
635,461,35.747,38.3,10,12.5,75
636,461,30.64,33.193,12.5,15,75
637,461,33.193,35.747,12.5,15,75
638,461,35.747,38.3,12.5,15,75
639,462,38.3,40.853,7.5,10,75
640,462,40.853,43.407,7.5,10,75
641,462,43.407,45.96,7.5,10,75
642,462,38.3,40.853,10,12.5,75
643,462,40.853,43.407,10,12.5,75
644,462,43.407,45.96,10,12.5,75
645,462,38.3,40.853,12.5,15,75
646,462,40.853,43.407,12.5,15,75
647,462,43.407,45.96,12.5,15,75
648,463,45.96,48.513,7.5,10,75
649,463,48.513,51.067,7.5,10,75
650,463,51.067,53.62,7.5,10,75
651,463,45.96,48.513,10,12.5,75
652,463,48.513,51.067,10,12.5,75
653,463,51.067,53.62,10,12.5,75
654,463,45.96,48.513,12.5,15,75
655,463,48.513,51.067,12.5,15,75
656,463,51.067,53.62,12.5,15,75
657,464,53.62,56.173,7.5,10,75
658,464,56.173,58.727,7.5,10,75
659,464,58.727,61.28,7.5,10,75
660,464,53.62,56.173,10,12.5,75
661,464,56.173,58.727,10,12.5,75
662,464,58.727,61.28,10,12.5,75
663,464,53.62,56.173,12.5,15,75
664,464,56.173,58.727,12.5,15,75
665,464,58.727,61.28,12.5,15,75
666,465,61.28,63.195,7.5,9.375,100
667,465,63.195,65.11,7.5,9.375,100
668,465,65.11,67.025,7.5,9.375,100
669,465,67.025,68.94,7.5,9.375,100
670,465,61.28,63.195,9.375,11.25,100
671,465,63.195,65.11,9.375,11.25,100
672,465,65.11,67.025,9.375,11.25,100
673,465,67.025,68.94,9.375,11.25,100
674,465,61.28,63.195,11.25,13.125,100
675,465,63.195,65.11,11.25,13.125,100
676,465,65.11,67.025,11.25,13.125,100
677,465,67.025,68.94,11.25,13.125,100
678,465,61.28,63.195,13.125,15,100
679,465,63.195,65.11,13.125,15,100
680,465,65.11,67.025,13.125,15,100
681,465,67.025,68.94,13.125,15,100
682,466,68.94,70.855,7.5,9.375,100
683,466,70.855,72.77,7.5,9.375,100
684,466,72.77,74.685,7.5,9.375,100
685,466,74.685,76.6,7.5,9.375,100
686,466,68.94,70.855,9.375,11.25,100
687,466,70.855,72.77,9.375,11.25,100
688,466,72.77,74.685,9.375,11.25,100
689,466,74.685,76.6,9.375,11.25,100
690,466,68.94,70.855,11.25,13.125,100
691,466,70.855,72.77,11.25,13.125,100
692,466,72.77,74.685,11.25,13.125,100
693,466,74.685,76.6,11.25,13.125,100
694,466,68.94,70.855,13.125,15,100
695,466,70.855,72.77,13.125,15,100
696,466,72.77,74.685,13.125,15,100
697,466,74.685,76.6,13.125,15,100
698,467,76.6,78.515,7.5,9.375,100
699,467,78.515,80.43,7.5,9.375,100
700,467,80.43,82.345,7.5,9.375,100
701,467,82.345,84.26,7.5,9.375,100
